Date,Product_ID,Store_ID,Units_Sold,Revenue,Promotion,Holiday
2023-07-18,P101,S2,114,3990,1,0
2023-07-18,P101,S3,131,5895,0,0
2023-07-18,P102,S1,136,2720,1,0
2023-07-18,P102,S2,113,5311,0,0
2023-07-18,P102,S3,88,2904,0,0
2023-07-18,P103,S1,105,3255,0,0
2023-07-18,P103,S2,88,3520,1,0
2023-07-18,P103,S3,128,3584,0,0
2023-07-18,P104,S1,103,3811,1,0
2023-07-18,P104,S2,113,4407,0,0
2023-07-18,P104,S3,120,4440,0,0
2023-07-18,P105,S1,114,4332,1,0
2023-07-18,P105,S2,121,4961,0,0
2023-07-18,P105,S3,118,5310,0,0
2023-07-19,P101,S1,112,2688,1,0
2023-07-19,P101,S2,117,5148,0,0
2023-07-19,P101,S3,112,3584,0,0
2023-07-19,P102,S1,113,3842,1,0
2023-07-19,P102,S2,119,3927,1,0
2023-07-19,P102,S3,116,4872,0,0
2023-07-19,P103,S1,104,4056,0,0
2023-07-19,P103,S2,98,3038,0,0
2023-07-19,P103,S3,101,2828,0,0
2023-07-19,P104,S1,109,3706,0,0
2023-07-19,P104,S2,109,4251,0,0
2023-07-19,P104,S3,124,3472,1,0
2023-07-19,P105,S1,107,4708,0,0
2023-07-19,P105,S2,133,6118,0,0
2023-07-19,P105,S3,98,4214,0,0
2023-07-20,P101,S1,103,4944,0,0
2023-07-20,P101,S2,131,6026,0,0
2023-07-20,P101,S3,118,4956,0,0
2023-07-20,P102,S1,111,4773,0,0
2023-07-20,P102,S2,112,3920,0,0
2023-07-20,P102,S3,102,4284,1,0
2023-07-20,P103,S1,102,3366,0,0
2023-07-20,P103,S2,108,4968,1,0
2023-07-20,P103,S3,126,6174,0,0
2023-07-20,P104,S1,135,5535,1,0
2023-07-20,P104,S2,97,4365,1,0
2023-07-20,P104,S3,115,2760,0,0
2023-07-20,P105,S1,99,2079,1,0
2023-07-20,P105,S2,118,4248,0,0
2023-07-20,P105,S3,119,3808,1,0
2023-07-21,P101,S1,108,2484,0,0
2023-07-21,P101,S2,139,3058,0,0
2023-07-21,P101,S3,111,4329,0,0
2023-07-21,P102,S1,80,1920,1,0
2023-07-21,P102,S2,130,4550,1,0
2023-07-21,P102,S3,77,2156,0,0
2023-07-21,P103,S1,104,2600,0,0
2023-07-21,P103,S2,111,5217,1,0
2023-07-21,P103,S3,128,5376,1,0
2023-07-21,P104,S1,87,2784,0,0
2023-07-21,P104,S2,105,2835,0,0
2023-07-21,P104,S3,134,6432,0,0
2023-07-21,P105,S1,121,2783,0,0
2023-07-21,P105,S2,123,2706,1,0
2023-07-21,P105,S3,103,4635,0,0
2023-07-22,P101,S1,132,4224,0,0
2023-07-22,P101,S2,108,4104,0,0
2023-07-22,P101,S3,145,5075,0,0
2023-07-22,P102,S1,138,5382,0,0
2023-07-22,P102,S2,139,5977,0,0
2023-07-22,P102,S3,140,3640,0,0
2023-07-22,P103,S1,140,6860,0,0
2023-07-22,P103,S2,134,4958,0,0
2023-07-22,P103,S3,133,6384,0,0
2023-07-22,P104,S1,111,3774,0,0
2023-07-22,P104,S2,141,5358,1,0
2023-07-22,P104,S3,149,4470,0,0
2023-07-22,P105,S1,104,2080,0,0
2023-07-22,P105,S2,127,6223,0,0
2023-07-22,P105,S3,150,4650,1,0
2023-07-23,P101,S1,159,4293,0,1
2023-07-23,P101,S2,127,5334,1,1
2023-07-23,P101,S3,148,4736,0,1
2023-07-23,P102,S1,156,6084,0,1
2023-07-23,P102,S2,129,3999,0,1
2023-07-23,P102,S3,145,5800,0,1
2023-07-23,P103,S1,129,2838,0,1
2023-07-23,P103,S2,153,7038,0,1
2023-07-23,P103,S3,156,7020,1,1
2023-07-23,P104,S1,110,4510,1,1
2023-07-23,P104,S2,140,3920,0,1
2023-07-23,P104,S3,136,3672,0,1
2023-07-23,P105,S1,135,6615,1,1
2023-07-23,P105,S2,117,4212,1,1
2023-07-23,P105,S3,128,5248,0,1
2023-07-24,P101,S1,102,4182,0,0
2023-07-24,P101,S2,91,3458,0,0
2023-07-24,P101,S3,118,2950,0,0
2023-07-24,P102,S1,127,4699,0,0
2023-07-24,P102,S2,110,4950,1,0
2023-07-24,P102,S3,123,5535,0,0
2023-07-24,P103,S1,121,4840,0,0
2023-07-24,P103,S2,124,3844,0,0
2023-07-24,P103,S3,87,2784,0,0
2023-07-24,P104,S1,109,4360,0,0
2023-07-24,P104,S2,112,2464,0,0
2023-07-24,P104,S3,124,5828,0,0
2023-07-24,P105,S1,128,5888,1,0
2023-07-24,P105,S2,85,3060,0,0
2023-07-24,P105,S3,110,4400,0,0
2023-07-25,P101,S1,121,5324,0,0
2023-07-25,P101,S2,97,2716,0,0
2023-07-25,P101,S3,92,3772,0,0
2023-07-25,P102,S1,109,4360,0,0
2023-07-25,P102,S2,115,4945,1,0
2023-07-25,P102,S3,110,4950,0,0
2023-07-25,P103,S1,128,4352,1,0
2023-07-25,P103,S2,94,2538,0,0
2023-07-25,P103,S3,114,2622,1,0
2023-07-25,P104,S1,114,4446,0,0
2023-07-25,P104,S2,126,4158,0,0
2023-07-25,P104,S3,132,6204,0,0
2023-07-25,P105,S1,126,3906,0,0
2023-07-25,P105,S2,117,5616,1,0
2023-07-25,P105,S3,103,2472,1,0
2023-07-26,P101,S1,113,4181,1,0
2023-07-26,P101,S2,124,3844,0,0
2023-07-26,P101,S3,132,4224,0,0
2023-07-26,P102,S1,120,4080,0,0
2023-07-26,P102,S2,83,2490,0,0
2023-07-26,P102,S3,97,2231,0,0
2023-07-26,P103,S1,131,4061,0,0
2023-07-26,P103,S2,103,3708,0,0
2023-07-26,P103,S3,104,3848,1,0
2023-07-26,P104,S1,98,4312,0,0
2023-07-26,P104,S2,131,3537,0,0
2023-07-26,P104,S3,109,2507,0,0
2023-07-26,P105,S1,109,2943,0,0
2023-07-26,P105,S2,122,2562,1,0
2023-07-26,P105,S3,113,4520,1,0
2023-07-27,P101,S1,80,1600,0,0
2023-07-27,P101,S2,122,3660,0,0
2023-07-27,P101,S3,88,2728,0,0
2023-07-27,P102,S1,107,4066,0,0
2023-07-27,P102,S2,114,2280,0,0
2023-07-27,P102,S3,123,3690,1,0
2023-07-27,P103,S1,115,4600,1,0
2023-07-27,P103,S2,107,3210,0,0
2023-07-27,P103,S3,141,5499,1,0
2023-07-27,P104,S1,112,3920,0,0
2023-07-27,P104,S2,103,2472,0,0
2023-07-27,P104,S3,137,3014,0,0
2023-07-27,P105,S1,119,5831,1,0
2023-07-27,P105,S2,98,2940,1,0
2023-07-27,P105,S3,117,2340,0,0
2023-07-28,P101,S1,128,4096,0,0
2023-07-28,P101,S2,86,3440,0,0
2023-07-28,P101,S3,101,3535,0,0
2023-07-28,P102,S1,136,2720,1,0
2023-07-28,P102,S2,109,2616,1,0
2023-07-28,P102,S3,100,3300,0,0
2023-07-28,P103,S1,101,4848,0,0
2023-07-28,P103,S2,90,2250,0,0
2023-07-28,P103,S3,134,6164,0,0
2023-07-28,P104,S1,101,4949,0,0
2023-07-28,P104,S2,126,4788,0,0
2023-07-28,P104,S3,103,2369,0,0
2023-07-28,P105,S1,104,3432,0,0
2023-07-28,P105,S2,128,5760,0,0
2023-07-28,P105,S3,93,2232,0,0
2023-07-29,P101,S1,118,3776,1,0
2023-07-29,P101,S2,163,3912,1,0
2023-07-29,P101,S3,138,5796,0,0
2023-07-29,P102,S1,132,2904,0,0
2023-07-29,P102,S2,141,4794,1,0
2023-07-29,P102,S3,109,3597,0,0
2023-07-29,P103,S1,132,5016,0,0
2023-07-29,P103,S2,146,4380,0,0
2023-07-29,P103,S3,111,2775,1,0
2023-07-29,P104,S1,141,6345,1,0
2023-07-29,P104,S2,146,5402,1,0
2023-07-29,P104,S3,106,2120,0,0
2023-07-29,P105,S1,121,5566,0,0
2023-07-29,P105,S2,135,5265,1,0
2023-07-29,P105,S3,141,6204,1,0
2023-07-30,P101,S1,170,7480,0,1
2023-07-30,P101,S2,142,6532,1,1
2023-07-30,P101,S3,136,5032,0,1
2023-07-30,P102,S1,140,3780,0,1
2023-07-30,P102,S2,126,5544,1,1
2023-07-30,P102,S3,138,3450,1,1
2023-07-30,P103,S1,138,3726,1,1
2023-07-30,P103,S2,126,5796,0,1
2023-07-30,P103,S3,150,6900,1,1
2023-07-30,P104,S1,116,4640,0,1
2023-07-30,P104,S2,134,4958,1,1
2023-07-30,P104,S3,155,6665,0,1
2023-07-30,P105,S1,145,6380,0,1
2023-07-30,P105,S2,122,3172,0,1
2023-07-30,P105,S3,129,4386,1,1
2023-07-31,P101,S1,93,4371,1,0
2023-07-31,P101,S2,110,3520,1,0
2023-07-31,P101,S3,97,3783,0,0
2023-07-31,P102,S1,96,2400,1,0
2023-07-31,P102,S2,87,3915,0,0
2023-07-31,P102,S3,99,2772,0,0
2023-07-31,P103,S1,123,2952,0,0
2023-07-31,P103,S2,105,4725,0,0
2023-07-31,P103,S3,116,3248,0,0
2023-07-31,P104,S1,120,3960,0,0
2023-07-31,P104,S2,105,4515,0,0
2023-07-31,P104,S3,93,2883,1,0
2023-07-31,P105,S1,134,5762,0,0
2023-07-31,P105,S2,100,2300,0,0
2023-07-31,P105,S3,135,4185,1,0
2023-08-01,P101,S1,134,6164,0,0
2023-08-01,P101,S2,87,2262,1,0
2023-08-01,P101,S3,126,5922,0,0
2023-08-01,P102,S1,128,2560,0,0
2023-08-01,P102,S2,126,5418,1,0
2023-08-01,P102,S3,112,4032,0,0
2023-08-01,P103,S1,95,2850,1,0
2023-08-01,P103,S2,135,5130,1,0
2023-08-01,P103,S3,121,5808,0,0
2023-08-01,P104,S1,142,6532,0,0
2023-08-01,P104,S2,137,3973,0,0
2023-08-01,P104,S3,126,4788,0,0
2023-08-01,P105,S1,87,2871,0,0
2023-08-01,P105,S2,135,4455,0,0
2023-08-01,P105,S3,107,3745,0,0
2023-08-02,P101,S1,127,3048,0,0
2023-08-02,P101,S2,89,4361,0,0
2023-08-02,P101,S3,93,2976,0,0
2023-08-02,P102,S1,118,2714,1,0
2023-08-02,P102,S2,142,6390,0,0
2023-08-02,P102,S3,102,4998,0,0
2023-08-02,P103,S1,92,3312,1,0
2023-08-02,P103,S2,97,3686,0,0
2023-08-02,P103,S3,124,6076,0,0
2023-08-02,P104,S1,146,3358,0,0
2023-08-02,P104,S2,120,5400,1,0
2023-08-02,P104,S3,119,4998,0,0
2023-08-02,P105,S1,104,2496,1,0
2023-08-02,P105,S2,99,2277,0,0
2023-08-02,P105,S3,139,5560,1,0
2023-08-03,P101,S1,131,5109,0,0
2023-08-03,P101,S2,134,5360,0,0
2023-08-03,P101,S3,124,5084,0,0
2023-08-03,P102,S1,108,2700,1,0
2023-08-03,P102,S2,145,5075,0,0
2023-08-03,P102,S3,97,2231,0,0
2023-08-03,P103,S1,120,5280,0,0
2023-08-03,P103,S2,101,2929,1,0
2023-08-03,P103,S3,128,6144,1,0
2023-08-03,P104,S1,127,3683,0,0
2023-08-03,P104,S2,123,5289,0,0
2023-08-03,P104,S3,118,4720,0,0
2023-08-03,P105,S1,110,2860,1,0
2023-08-03,P105,S2,108,3024,1,0
2023-08-03,P105,S3,114,4560,1,0
2023-08-04,P101,S1,94,2162,0,0
2023-08-04,P101,S2,122,4514,0,0
2023-08-04,P101,S3,114,3876,0,0
2023-08-04,P102,S1,133,6118,1,0
2023-08-04,P102,S2,124,4464,0,0
2023-08-04,P102,S3,118,2950,1,0
2023-08-04,P103,S1,130,3250,0,0
2023-08-04,P103,S2,134,5092,0,0
2023-08-04,P103,S3,113,4746,1,0
2023-08-04,P104,S1,99,3366,1,0
2023-08-04,P104,S2,114,2964,0,0
2023-08-04,P104,S3,113,3164,1,0
2023-08-04,P105,S1,93,3069,0,0
2023-08-04,P105,S2,107,3210,1,0
2023-08-04,P105,S3,137,4110,0,0
2023-08-05,P101,S1,138,4968,0,0
2023-08-05,P101,S2,148,6216,0,0
2023-08-05,P101,S3,146,6424,0,0
2023-08-05,P102,S1,142,2840,0,0
2023-08-05,P102,S2,145,3335,1,0
2023-08-05,P102,S3,154,5852,0,0
2023-08-05,P103,S1,133,3990,1,0
2023-08-05,P103,S2,138,4830,0,0
2023-08-05,P103,S3,133,3990,0,0
2023-08-05,P104,S1,132,5940,0,0
2023-08-05,P104,S2,124,5084,0,0
2023-08-05,P104,S3,154,7238,0,0
2023-08-05,P105,S1,133,5054,1,0
2023-08-05,P105,S2,148,6808,0,0
2023-08-05,P105,S3,137,4795,1,0
2023-08-06,P101,S1,141,4089,0,1
2023-08-06,P101,S2,138,3450,1,1
2023-08-06,P101,S3,121,4840,0,1
2023-08-06,P102,S1,146,3504,0,1
2023-08-06,P102,S2,125,5375,1,1
2023-08-06,P102,S3,157,4553,0,1
2023-08-06,P103,S1,167,7515,0,1
2023-08-06,P103,S2,166,6308,1,1
2023-08-06,P103,S3,140,5740,0,1
2023-08-06,P104,S1,146,4526,1,1
2023-08-06,P104,S2,137,3699,0,1
2023-08-06,P104,S3,145,6380,0,1
2023-08-06,P105,S1,153,6732,0,1
2023-08-06,P105,S2,143,4433,0,1
2023-08-06,P105,S3,117,4914,1,1
2023-08-07,P101,S1,104,2392,1,0
2023-08-07,P101,S2,153,4437,1,0
2023-08-07,P101,S3,112,3472,0,0
2023-08-07,P102,S1,96,4128,1,0
2023-08-07,P102,S2,131,4192,0,0
2023-08-07,P102,S3,125,5250,0,0
2023-08-07,P103,S1,115,5405,1,0
2023-08-07,P103,S2,132,6468,0,0
2023-08-07,P103,S3,108,5292,0,0
2023-08-07,P104,S1,133,4389,1,0
2023-08-07,P104,S2,114,3306,0,0
2023-08-07,P104,S3,109,3706,0,0
2023-08-07,P105,S1,92,3220,1,0
2023-08-07,P105,S2,132,4092,1,0
2023-08-07,P105,S3,108,2160,0,0
2023-08-08,P101,S1,109,5014,1,0
2023-08-08,P101,S2,135,4455,0,0
2023-08-08,P101,S3,95,2850,0,0
2023-08-08,P102,S1,130,4680,0,0
2023-08-08,P102,S2,134,5226,0,0
2023-08-08,P102,S3,111,3219,1,0
2023-08-08,P103,S1,132,3168,1,0
2023-08-08,P103,S2,100,4300,0,0
2023-08-08,P103,S3,105,4095,1,0
2023-08-08,P104,S1,93,4557,1,0
2023-08-08,P104,S2,129,5160,0,0
2023-08-08,P104,S3,109,5232,0,0
2023-08-08,P105,S1,113,5085,0,0
2023-08-08,P105,S2,106,3286,1,0
2023-08-08,P105,S3,113,4407,0,0
2023-08-09,P101,S1,114,2964,0,0
2023-08-09,P101,S2,128,3328,0,0
2023-08-09,P101,S3,119,4165,1,0
2023-08-09,P102,S1,100,3500,0,0
2023-08-09,P102,S2,117,4680,0,0
2023-08-09,P102,S3,99,2376,1,0
2023-08-09,P103,S1,93,4464,0,0
2023-08-09,P103,S2,94,2162,0,0
2023-08-09,P103,S3,110,4070,0,0
2023-08-09,P104,S1,126,4662,0,0
2023-08-09,P104,S2,108,4968,0,0
2023-08-09,P104,S3,112,4144,1,0
2023-08-09,P105,S1,121,5324,1,0
2023-08-09,P105,S2,132,2904,0,0
2023-08-09,P105,S3,112,2464,1,0
2023-08-10,P101,S1,98,2156,0,0
2023-08-10,P101,S2,100,4100,0,0
2023-08-10,P101,S3,135,6480,1,0
2023-08-10,P102,S1,121,4235,0,0
2023-08-10,P102,S2,122,4026,1,0
2023-08-10,P102,S3,116,2900,1,0
2023-08-10,P103,S1,110,3960,0,0
2023-08-10,P103,S2,120,5760,1,0
2023-08-10,P103,S3,125,3375,0,0
2023-08-10,P104,S1,103,2678,0,0
2023-08-10,P104,S2,148,6660,0,0
2023-08-10,P104,S3,120,3840,1,0
2023-08-10,P105,S1,123,3813,0,0
2023-08-10,P105,S2,103,4223,1,0
2023-08-10,P105,S3,115,4140,0,0
2023-08-11,P101,S1,109,4905,1,0
2023-08-11,P101,S2,124,3472,1,0
2023-08-11,P101,S3,115,5175,0,0
2023-08-11,P102,S1,112,3808,0,0
2023-08-11,P102,S2,95,2375,1,0
2023-08-11,P102,S3,111,2997,1,0
2023-08-11,P103,S1,136,4760,0,0
2023-08-11,P103,S2,126,3528,0,0
2023-08-11,P103,S3,118,3186,0,0
2023-08-11,P104,S1,108,4860,1,0
2023-08-11,P104,S2,130,2860,1,0
2023-08-11,P104,S3,120,4680,0,0
2023-08-11,P105,S1,122,4392,1,0
2023-08-11,P105,S2,141,5076,0,0
2023-08-11,P105,S3,120,5040,0,0
2023-08-12,P101,S1,126,2520,1,0
2023-08-12,P101,S2,124,3348,1,0
2023-08-12,P101,S3,132,5148,0,0
2023-08-12,P102,S1,136,5440,0,0
2023-08-12,P102,S2,146,5402,0,0
2023-08-12,P102,S3,133,6517,1,0
2023-08-12,P103,S1,127,4699,0,0
2023-08-12,P103,S2,136,5032,1,0
2023-08-12,P103,S3,136,4624,0,0
2023-08-12,P104,S1,120,2760,0,0
2023-08-12,P104,S2,128,3328,1,0
2023-08-12,P104,S3,124,5208,1,0
2023-08-12,P105,S1,124,2976,0,0
2023-08-12,P105,S2,101,3131,1,0
2023-08-12,P105,S3,124,4340,0,0
2023-08-13,P101,S1,153,3519,0,1
2023-08-13,P101,S2,123,5412,0,1
2023-08-13,P101,S3,126,2520,0,1
2023-08-13,P102,S1,116,3712,0,1
2023-08-13,P102,S2,122,5002,1,1
2023-08-13,P102,S3,144,5760,1,1
2023-08-13,P103,S1,121,2904,0,1
2023-08-13,P103,S2,136,2856,0,1
2023-08-13,P103,S3,132,2904,0,1
2023-08-13,P104,S1,131,4847,0,1
2023-08-13,P104,S2,161,5474,0,1
2023-08-13,P104,S3,161,5313,0,1
2023-08-13,P105,S1,150,7350,0,1
2023-08-13,P105,S2,126,4914,1,1
2023-08-13,P105,S3,155,4650,0,1
2023-08-14,P101,S1,112,3248,0,0
2023-08-14,P101,S2,141,6768,1,0
2023-08-14,P101,S3,116,3480,1,0
2023-08-14,P102,S1,132,5808,1,0
2023-08-14,P102,S2,135,4050,0,0
2023-08-14,P102,S3,124,4340,0,0
2023-08-14,P103,S1,89,2670,1,0
2023-08-14,P103,S2,134,5896,1,0
2023-08-14,P103,S3,92,2300,0,0
2023-08-14,P104,S1,126,2898,0,0
2023-08-14,P104,S2,117,4095,0,0
2023-08-14,P104,S3,101,3636,0,0
2023-08-14,P105,S1,106,2544,0,0
2023-08-14,P105,S2,114,5244,0,0
2023-08-14,P105,S3,132,4224,0,0
2023-08-15,P101,S1,117,4329,0,0
2023-08-15,P101,S2,133,4522,0,0
2023-08-15,P101,S3,126,3654,0,0
2023-08-15,P102,S1,123,5412,0,0
2023-08-15,P102,S2,110,3630,0,0
2023-08-15,P102,S3,157,7065,1,0
2023-08-15,P103,S1,130,3640,1,0
2023-08-15,P103,S2,115,2415,1,0
2023-08-15,P103,S3,101,2323,0,0
2023-08-15,P104,S1,139,5838,1,0
2023-08-15,P104,S2,123,3813,0,0
2023-08-15,P104,S3,111,2775,0,0
2023-08-15,P105,S1,113,5537,0,0
2023-08-15,P105,S2,114,3420,0,0
2023-08-15,P105,S3,116,2320,0,0
2023-08-16,P101,S1,133,6251,0,0
2023-08-16,P101,S2,105,3780,0,0
2023-08-16,P101,S3,117,5031,0,0
2023-08-16,P102,S1,122,5856,0,0
2023-08-16,P102,S2,100,2700,0,0
2023-08-16,P102,S3,119,2975,0,0
2023-08-16,P103,S1,125,3625,0,0
2023-08-16,P103,S2,128,4992,1,0
2023-08-16,P103,S3,114,5244,0,0
2023-08-16,P104,S1,90,3330,1,0
2023-08-16,P104,S2,87,3654,0,0
2023-08-16,P104,S3,147,6615,0,0
2023-08-16,P105,S1,101,4242,1,0
2023-08-16,P105,S2,125,5625,0,0
2023-08-16,P105,S3,110,4730,0,0
2023-08-17,P101,S1,116,2668,0,0
2023-08-17,P101,S2,129,5418,0,0
2023-08-17,P101,S3,123,4059,1,0
2023-08-17,P102,S1,106,2756,0,0
2023-08-17,P102,S2,144,6336,0,0
2023-08-17,P102,S3,119,3689,1,0
2023-08-17,P103,S1,136,3944,0,0
2023-08-17,P103,S2,114,4674,0,0
2023-08-17,P103,S3,87,2958,1,0
2023-08-17,P104,S1,138,6348,1,0
2023-08-17,P104,S2,126,2898,0,0
2023-08-17,P104,S3,112,3584,0,0
2023-08-17,P105,S1,129,5934,0,0
2023-08-17,P105,S2,93,2697,0,0
2023-08-17,P105,S3,101,3131,1,0
2023-08-18,P101,S1,117,5031,1,0
2023-08-18,P101,S2,159,6360,0,0
2023-08-18,P101,S3,116,4176,1,0
2023-08-18,P102,S1,147,4704,0,0
2023-08-18,P102,S2,108,4860,0,0
2023-08-18,P102,S3,132,4620,0,0
2023-08-18,P103,S1,101,4343,0,0
2023-08-18,P103,S2,118,2832,0,0
2023-08-18,P103,S3,122,4636,0,0
2023-08-18,P104,S1,97,3492,0,0
2023-08-18,P104,S2,116,5104,0,0
2023-08-18,P104,S3,123,3813,0,0
2023-08-18,P105,S1,110,4840,0,0
2023-08-18,P105,S2,114,4218,0,0
2023-08-18,P105,S3,130,5330,0,0
2023-08-19,P101,S1,139,4031,1,0
2023-08-19,P101,S2,125,5625,0,0
2023-08-19,P101,S3,165,7590,0,0
2023-08-19,P102,S1,140,6440,1,0
2023-08-19,P102,S2,109,2289,1,0
2023-08-19,P102,S3,140,5180,0,0
2023-08-19,P103,S1,156,5148,0,0
2023-08-19,P103,S2,145,3625,1,0
2023-08-19,P103,S3,171,4446,0,0
2023-08-19,P104,S1,134,3618,1,0
2023-08-19,P104,S2,127,4953,0,0
2023-08-19,P104,S3,125,3250,0,0
2023-08-19,P105,S1,172,8256,0,0
2023-08-19,P105,S2,133,5586,0,0
2023-08-19,P105,S3,141,3807,0,0
2023-08-20,P101,S1,159,7473,0,1
2023-08-20,P101,S2,129,5160,0,1
2023-08-20,P101,S3,147,6468,0,1
2023-08-20,P102,S1,132,3828,0,1
2023-08-20,P102,S2,144,6768,0,1
2023-08-20,P102,S3,127,4064,0,1
2023-08-20,P103,S1,155,5270,0,1
2023-08-20,P103,S2,115,4715,1,1
2023-08-20,P103,S3,141,4089,0,1
2023-08-20,P104,S1,159,4770,0,1
2023-08-20,P104,S2,146,5256,1,1
2023-08-20,P104,S3,169,7098,0,1
2023-08-20,P105,S1,132,2904,0,1
2023-08-20,P105,S2,114,4902,1,1
2023-08-20,P105,S3,151,6342,0,1
2023-08-21,P101,S1,121,3751,0,0
2023-08-21,P101,S2,117,4212,1,0
2023-08-21,P101,S3,111,4551,0,0
2023-08-21,P102,S1,109,2180,1,0
2023-08-21,P102,S2,149,6556,0,0
2023-08-21,P102,S3,116,3016,1,0
2023-08-21,P103,S1,86,2064,1,0
2023-08-21,P103,S2,131,5895,0,0
2023-08-21,P103,S3,116,4292,0,0
2023-08-21,P104,S1,102,3366,0,0
2023-08-21,P104,S2,122,2440,0,0
2023-08-21,P104,S3,97,2716,1,0
2023-08-21,P105,S1,126,3024,1,0
2023-08-21,P105,S2,138,3174,0,0
2023-08-21,P105,S3,103,2575,0,0
2023-08-22,P101,S1,134,4020,1,0
2023-08-22,P101,S2,117,3978,0,0
2023-08-22,P101,S3,121,5203,1,0
2023-08-22,P102,S1,146,6132,0,0
2023-08-22,P102,S2,99,3366,0,0
2023-08-22,P102,S3,125,2750,0,0
2023-08-22,P103,S1,98,2744,0,0
2023-08-22,P103,S2,129,3612,1,0
2023-08-22,P103,S3,110,4070,0,0
2023-08-22,P104,S1,110,4840,1,0
2023-08-22,P104,S2,125,3250,0,0
2023-08-22,P104,S3,118,5428,0,0
2023-08-22,P105,S1,110,2530,1,0
2023-08-22,P105,S2,104,3848,0,0
2023-08-22,P105,S3,114,3876,0,0
2023-08-23,P101,S1,142,4402,1,0
2023-08-23,P101,S2,103,2884,0,0
2023-08-23,P101,S3,110,4840,0,0
2023-08-23,P102,S1,114,2964,0,0
2023-08-23,P102,S2,89,2047,0,0
2023-08-23,P102,S3,132,6072,1,0
2023-08-23,P103,S1,107,5136,0,0
2023-08-23,P103,S2,94,1880,0,0
2023-08-23,P103,S3,122,3416,0,0
2023-08-23,P104,S1,134,3216,1,0
2023-08-23,P104,S2,98,3234,0,0
2023-08-23,P104,S3,126,4914,0,0
2023-08-23,P105,S1,95,3515,0,0
2023-08-23,P105,S2,104,3016,0,0
2023-08-23,P105,S3,132,3300,1,0
2023-08-24,P101,S1,130,6370,0,0
2023-08-24,P101,S2,107,3638,0,0
2023-08-24,P101,S3,126,4662,0,0
2023-08-24,P102,S1,127,5461,0,0
2023-08-24,P102,S2,113,2260,1,0
2023-08-24,P102,S3,100,3700,0,0
2023-08-24,P103,S1,101,3232,1,0
2023-08-24,P103,S2,120,3960,1,0
2023-08-24,P103,S3,111,4551,1,0
2023-08-24,P104,S1,98,1960,0,0
2023-08-24,P104,S2,92,2116,0,0
2023-08-24,P104,S3,119,5593,1,0
2023-08-24,P105,S1,133,5586,0,0
2023-08-24,P105,S2,99,3069,0,0
2023-08-24,P105,S3,126,2898,0,0
2023-08-25,P101,S1,152,3952,0,0
2023-08-25,P101,S2,97,4656,1,0
2023-08-25,P101,S3,119,5712,0,0
2023-08-25,P102,S1,85,2975,1,0
2023-08-25,P102,S2,103,3605,1,0
2023-08-25,P102,S3,135,5130,1,0
2023-08-25,P103,S1,104,4264,0,0
2023-08-25,P103,S2,110,2200,0,0
2023-08-25,P103,S3,85,3655,0,0
2023-08-25,P104,S1,131,4061,0,0
2023-08-25,P104,S2,127,4826,0,0
2023-08-25,P104,S3,127,5080,0,0
2023-08-25,P105,S1,105,2940,0,0
2023-08-25,P105,S2,108,5076,0,0
2023-08-25,P105,S3,124,4836,0,0
2023-08-26,P101,S1,130,4940,0,0
2023-08-26,P101,S2,128,3072,0,0
2023-08-26,P101,S3,123,3075,0,0
2023-08-26,P102,S1,128,4480,0,0
2023-08-26,P102,S2,155,5270,0,0
2023-08-26,P102,S3,124,5456,1,0
2023-08-26,P103,S1,143,4004,0,0
2023-08-26,P103,S2,141,3948,0,0
2023-08-26,P103,S3,142,6390,0,0
2023-08-26,P104,S1,124,3100,0,0
2023-08-26,P104,S2,123,2460,1,0
2023-08-26,P104,S3,146,4672,0,0
2023-08-26,P105,S1,146,3504,0,0
2023-08-26,P105,S2,150,3900,0,0
2023-08-26,P105,S3,170,4590,0,0
2023-08-27,P101,S1,148,5032,0,1
2023-08-27,P101,S2,125,6125,0,1
2023-08-27,P101,S3,143,5863,1,1
2023-08-27,P102,S1,136,4216,0,1
2023-08-27,P102,S2,123,5658,0,1
2023-08-27,P102,S3,154,7238,0,1
2023-08-27,P103,S1,146,5110,0,1
2023-08-27,P103,S2,138,4968,1,1
2023-08-27,P103,S3,108,3240,1,1
2023-08-27,P104,S1,144,6768,1,1
2023-08-27,P104,S2,144,3168,1,1
2023-08-27,P104,S3,153,5049,0,1
2023-08-27,P105,S1,123,4551,0,1
2023-08-27,P105,S2,138,4692,0,1
2023-08-27,P105,S3,143,7007,0,1
2023-08-28,P101,S1,129,4128,0,0
2023-08-28,P101,S2,112,2800,0,0
2023-08-28,P101,S3,128,4992,1,0
2023-08-28,P102,S1,86,3870,1,0
2023-08-28,P102,S2,123,4920,0,0
2023-08-28,P102,S3,138,6348,0,0
2023-08-28,P103,S1,124,3596,1,0
2023-08-28,P103,S2,114,3990,1,0
2023-08-28,P103,S3,123,5781,0,0
2023-08-28,P104,S1,106,2968,0,0
2023-08-28,P104,S2,113,2373,1,0
2023-08-28,P104,S3,113,3390,0,0
2023-08-28,P105,S1,140,5460,1,0
2023-08-28,P105,S2,119,3213,1,0
2023-08-28,P105,S3,134,5494,1,0
2023-08-29,P101,S1,93,1953,0,0
2023-08-29,P101,S2,139,6672,1,0
2023-08-29,P101,S3,110,2640,0,0
2023-08-29,P102,S1,128,6272,0,0
2023-08-29,P102,S2,91,3367,0,0
